ncbi_gene_id,name,landmark,gene_orientation,gene_start,gene_end,sum,len,all_sum,row_id,intron_count
5826,ABCD4,chr14,R,74285276,74303064,5685000,17788,439378198,10543,18
5836,PYGL,chr14,R,50905216,50944530,5724314,39314,439417512,10544,19
5875,RABGGTA,chr14,R,24265537,24271627,5730404,6090,439423602,10545,15
5890,RAD51B,chr14,F,67819778,68683210,6593836,863432,440287034,10546,20
5891,MOK,chr14,R,102224449,102305200,6674587,80751,440367785,10547,16
5926,ARID4A,chr14,F,58298384,58373995,6750198,75611,440443396,10548,25
6029,RN7SL1,chr14,F,49586579,49586878,6750497,299,440443695,10549,0
6035,RNASE1,chr14,R,20801355,20802877,6752019,1522,440445217,10550,2
6036,RNASE2,chr14,F,20955470,20956435,6752984,965,440446182,10551,1
6037,RNASE3,chr14,F,20891402,20892348,6753930,946,440447128,10552,1
6038,RNASE4,chr14,F,20684212,20700602,6770320,16390,440463518,10553,3
6039,RNASE6,chr14,F,20781050,20782467,6771737,1417,440464935,10554,1
6166,RPL36AL,chr14,R,49618687,49620685,6773735,1998,440466933,10555,1
6235,RPS29,chr14,R,49576671,49586416,6783480,9745,440476678,10556,3
6252,RTN1,chr14,R,59595975,59870839,7058344,274864,440751542,10557,10
6297,SALL2,chr14,R,21521079,21537216,7074481,16137,440767679,10558,2
6400,SEL1L,chr14,R,81471546,81533861,7136796,62315,440829994,10559,20
6430,SRSF5,chr14,F,69767094,69772005,7141707,4911,440834905,10560,7
6495,SIX1,chr14,R,60644698,60649437,7146446,4739,440839644,10561,1
6547,SLC8A3,chr14,R,70044216,70223612,7325842,179396,441019040,10562,13
6554,SLC10A1,chr14,R,69775834,69797289,7347297,21455,441040495,10563,4
6617,SNAPC1,chr14,F,61762356,61796428,7381369,34072,441074567,10564,9
6655,SOS2,chr14,R,50117127,50231878,7496120,114751,441189318,10565,24
6710,SPTB,chr14,R,64746282,64879893,7629731,133611,441322929,10566,36
6729,SRP54,chr14,F,34982694,35029567,7676604,46873,441369802,10567,16
6751,SSTR1,chr14,F,38207998,38213063,7681669,5065,441374867,10568,2
6815,STYX,chr14,F,52730164,52774989,7726494,44825,441419692,10569,11
7011,TEP1,chr14,R,20365666,20414645,7775473,48979,441468671,10570,54
7043,TGFB3,chr14,R,75958096,75982991,7800368,24895,441493566,10571,7
7051,TGM1,chr14,R,24249113,24263210,7814465,14097,441507663,10572,14
7080,NKX2-1,chr14,R,36516396,36520225,7818294,3829,441511492,10573,2
7127,TNFAIP2,chr14,F,103121146,103137439,7834587,16293,441527785,10574,13
7187,TRAF3,chr14,F,102777474,102911500,7968613,134026,441661811,10575,12
7207,TRL-AAG2-1,chr14,F,20610131,20610213,7968695,82,441661893,10576,0
7217,TRP-AGG2-3,chr14,R,20609335,20609407,7968767,72,441661965,10577,0
7218,TRP-AGG2-4,chr14,R,20613400,20613472,7968839,72,441662037,10578,0
7237,TRT-TGT3-1,chr14,R,20613789,20613862,7968912,73,441662110,10579,0
7253,TSHR,chr14,F,80954988,81146302,8160226,191314,441853424,10580,11
7443,VRK1,chr14,F,96797346,96881614,8244494,84268,441937692,10581,13
7453,WARS,chr14,R,100333787,100376343,8287050,42556,441980248,10582,13
7517,XRCC3,chr14,R,103697607,103715486,8304929,17879,441998127,10583,9
7528,YY1,chr14,F,100238764,100279034,8345199,40270,442038397,10584,4
7597,ZBTB25,chr14,R,64449105,64505213,8401307,56108,442094505,10585,10
8106,PABPN1,chr14,F,23320187,23326185,8407305,5998,442100503,10586,6
8110,DPF3,chr14,R,72609031,72894116,8692390,285085,442385588,10587,19
8111,GPR68,chr14,R,91232531,91270790,8730649,38259,442423847,10588,10
8115,TCL1A,chr14,R,95709966,95714196,8734879,4230,442428077,10589,4
8477,GPR65,chr14,F,88005123,88014811,8744567,9688,442437765,10590,1
8487,GEMIN2,chr14,F,39114283,39136973,8767257,22690,442460455,10591,10
8650,NUMB,chr14,R,73275153,73458582,8950686,183429,442643884,10592,13
8747,ADAM21,chr14,F,70452156,70459905,8958435,7749,442651633,10593,1
8748,ADAM20,chr14,R,70520876,70557701,8995260,36825,442688458,10594,6
8755,ADAM6,chr14,R,105969728,105972269,8997801,2541,442690999,10595,1
8788,DLK1,chr14,F,100726864,100735130,9006067,8266,442699265,10596,4
8812,CCNK,chr14,F,99481401,99511515,9036181,30114,442729379,10597,11
8814,CDKL1,chr14,R,50329403,50397404,9104182,68001,442797380,10598,12
8816,DCAF5,chr14,R,69050919,69153393,9206656,102474,442899854,10599,12
8846,ALKBH1,chr14,R,77672405,77708032,9242283,35627,442935481,10600,5
8892,EIF2B2,chr14,F,75002908,75009591,9248966,6683,442942164,10601,7
8906,AP1G2,chr14,R,23559562,23569545,9258949,9983,442952147,10602,20
9056,SLC7A7,chr14,R,22773221,22819811,9305539,46590,442998737,10603,10
9112,MTA1,chr14,F,105419848,105470729,9356420,50881,443049618,10604,23
9147,NEMF,chr14,R,49783277,49853073,9426216,69796,443119414,10605,36
9240,PNMA1,chr14,R,73711782,73714425,9428859,2643,443122057,10606,0
9252,RPS6KA5,chr14,R,90868121,91060649,9621387,192528,443314585,10607,17
9321,TRIP11,chr14,R,91965990,92040140,9695537,74150,443388735,10608,21
9362,CPNE6,chr14,F,24070836,24078100,9702801,7264,443395999,10609,17
9369,NRXN3,chr14,F,78021757,79868290,11549334,1846533,445242532,10610,29
9472,AKAP6,chr14,F,32329272,32833999,12054061,504727,445747259,10611,19
9495,AKAP5,chr14,F,64465498,64474503,12063066,9005,445756264,10612,1
9517,SPTLC2,chr14,R,77505996,77616768,12173838,110772,445867036,10613,12
9529,BAG5,chr14,R,103556543,103562814,12180109,6271,445873307,10614,2
9556,C14orf2,chr14,R,103912287,103921566,12189388,9279,445882586,10615,4
9578,CDC42BPB,chr14,R,102932378,103057405,12314415,125027,446007613,10616,38
9623,TCL1B,chr14,F,95686416,95692643,12320642,6227,446013840,10617,3
9628,RGS6,chr14,F,71932099,72566530,12955073,634431,446648271,10618,31
9692,KIAA0391,chr14,F,35121282,35274078,13107869,152796,446801067,10619,8
9766,SUSD6,chr14,F,69611592,69715144,13211421,103552,446904619,10620,7
9786,KIAA0586,chr14,F,58427384,58548831,13332868,121447,447026066,10621,35
9787,DLGAP5,chr14,R,55148115,55191678,13376431,43563,447069629,10622,20
9834,KIAA0125,chr14,F,105917978,105932642,13391095,14664,447084293,10623,5
9870,AREL1,chr14,R,74661251,74713115,13442959,51864,447136157,10624,20
9878,TOX4,chr14,F,21477175,21499177,13464961,22002,447158159,10625,8
9895,TECPR2,chr14,F,102362962,102502481,13604480,139519,447297678,10626,20
9950,GOLGA5,chr14,F,92794230,92839963,13650213,45733,447343411,10627,12
9985,REC8,chr14,F,24171852,24180408,13658769,8556,447351967,10628,17
10001,MED6,chr14,R,70583220,70600690,13676239,17470,447369437,10629,7
10038,PARP2,chr14,F,20343613,20357910,13690536,14297,447383734,10630,14
10175,CNIH1,chr14,R,54426928,54441430,13705038,14502,447398236,10631,4
10202,DHRS2,chr14,F,23630114,23645639,13720563,15525,447413761,10632,12
10243,GPHN,chr14,F,66507406,67181808,14394965,674402,448088163,10633,27
10278,EFS,chr14,R,23356399,23365633,14404199,9234,448097397,10634,5
10379,IRF9,chr14,F,24161212,24166565,14409552,5353,448102750,10635,8
10419,PRMT5,chr14,R,22920510,22929585,14418627,9075,448111825,10636,16
10484,SEC23A,chr14,R,39031918,39103243,14489952,71325,448183150,10637,21
10490,VTI1B,chr14,R,67651148,67674885,14513689,23737,448206887,10638,5
10516,FBLN5,chr14,R,91869410,91947702,14591981,78292,448285179,10639,13
10538,BATF,chr14,F,75522440,75546992,14616533,24552,448309731,10640,2
10548,TM9SF1,chr14,R,24189142,24195736,14623127,6594,448316325,10641,5
10572,SIVA1,chr14,F,104752419,104759659,14630367,7240,448323565,10642,4
10577,NPC2,chr14,R,74479939,74493381,14643809,13442,448337007,10643,4
10598,AHSA1,chr14,F,77457874,77469472,14655407,11598,448348605,10644,9
10640,EXOC5,chr14,R,57202475,57268899,14721831,66424,448415029,10645,17
10668,CGRRF1,chr14,F,54509868,54539309,14751272,29441,448444470,10646,6
10858,CYP46A1,chr14,F,99684261,99727321,14794332,43060,448487530,10647,16
10876,EDDM3A,chr14,F,20745939,20748380,14796773,2441,448489971,10648,1
10901,DHRS4,chr14,F,23953734,23969279,14812318,15545,448505516,10649,8
10914,PAPOLA,chr14,F,96502375,96567116,14877059,64741,448570257,10650,19
10965,ACOT2,chr14,F,73567619,73575658,14885098,8039,448578296,10651,3
10972,TMED10,chr14,R,75131467,75176646,14930277,45179,448623475,10652,4
10979,FERMT2,chr14,R,52857270,52951097,15024104,93827,448717302,10653,17
11035,RIPK3,chr14,R,24336020,24340036,15028120,4016,448721318,10654,9
11099,PTPN21,chr14,R,88465777,88554779,15117122,89002,448810320,10655,21
11154,AP4S1,chr14,F,31025105,31096450,15188467,71345,448881665,10656,10
11161,C14orf1,chr14,R,75650889,75661195,15198773,10306,448891971,10657,4
11169,WDHD1,chr14,R,54938937,55027101,15286937,88164,448980135,10658,25
11177,BAZ1A,chr14,R,34752730,34875647,15409854,122917,449103052,10659,28
11183,MAP4K5,chr14,R,50418479,50561126,15552501,142647,449245699,10660,36
11198,SUPT16H,chr14,R,21351471,21384639,15585669,33168,449278867,10661,26
22795,NID2,chr14,R,52004801,52069231,15650099,64430,449343297,10662,20
22846,VASH1,chr14,F,76761891,76783022,15671230,21131,449364428,10663,10
22863,ATG14,chr14,R,55366390,55411880,15716720,45490,449409918,10664,11
22890,ZBTB1,chr14,F,64503949,64533690,15746461,29741,449439659,10665,6
22938,SNW1,chr14,R,77717598,77761218,15790081,43620,449483279,10666,12
22985,ACIN1,chr14,R,23058563,23095614,15827132,37051,449520330,10667,21
22990,PCNX,chr14,F,70907404,71115382,16035110,207978,449728308,10668,38
23002,DAAM1,chr14,F,59188610,59371405,16217905,182795,449911103,10669,25
23034,SAMD4A,chr14,F,54567611,54793315,16443609,225704,450136807,10670,13
23093,TTLL5,chr14,F,75661207,75955082,16737484,293875,450430682,10671,31
23116,FAM179B,chr14,F,44962212,45074431,16849703,112219,450542901,10672,21
23186,RCOR1,chr14,F,102592638,102730576,16987641,137938,450680839,10673,12
23224,SYNE2,chr14,F,63852585,64226449,17361505,373864,451054703,10674,119
23241,PACS2,chr14,F,105300810,105398147,17458842,97337,451152040,10675,26
23256,SCFD1,chr14,F,30622253,30735828,17572417,113575,451265615,10676,26
23351,KHNYN,chr14,F,24423170,24441342,17590589,18172,451283787,10677,11
23357,ANGEL1,chr14,R,76787242,76828473,17631820,41231,451325018,10678,11
23368,PPP1R13B,chr14,R,103733750,103848967,17747037,115217,451440235,10679,20
23405,DICER1,chr14,R,95086227,95158010,17818820,71783,451512018,10680,33
23428,SLC7A8,chr14,R,23125294,23183660,17877186,58366,451570384,10681,12
23503,ZFYVE26,chr14,R,67729568,67816611,17964229,87043,451657427,10682,44
23508,TTC9,chr14,F,70641786,70675360,17997803,33574,451691001,10683,2
23588,KLHDC2,chr14,F,49767588,49785660,18015875,18072,451709073,10684,14
23768,FLRT2,chr14,F,85530104,85628696,18114467,98592,451807665,10685,7
25831,HECTD1,chr14,R,31100114,31208060,18222413,107946,451915611,10686,44
25938,HEATR5A,chr14,R,31291787,31420582,18351208,128795,452044406,10687,35
25983,NGDN,chr14,F,23469627,23478193,18359774,8566,452052972,10688,9
26020,LRP10,chr14,F,22871612,22881580,18369742,9968,452062940,10689,6
26030,PLEKHG3,chr14,F,64704412,64746905,18412235,42493,452105433,10690,20
26037,SIPA1L1,chr14,F,71321395,71741229,18832069,419834,452525267,10691,31
26094,DCAF4,chr14,F,72926331,72962098,18867836,35767,452561034,10692,18
26153,KIF26A,chr14,F,104138722,104180898,18910012,42176,452603210,10693,14
26175,TMEM251,chr14,F,93184950,93187086,18912148,2136,452605346,10694,1
26257,NKX2-8,chr14,R,36580010,36582581,18914719,2571,452607917,10695,1
26277,TINF2,chr14,R,24234402,24243027,18923344,8625,452616542,10696,6
26499,PLEK2,chr14,R,67385658,67412174,18949860,26516,452643058,10697,9
26520,TIMM9,chr14,R,58408493,58427614,18968981,19121,452662179,10698,5
26533,OR10G3,chr14,R,21569802,21570744,18969923,942,452663121,10699,0
26534,OR10G2,chr14,R,21633835,21634940,18971028,1105,452664226,10700,0
26686,OR4E2,chr14,F,21665082,21666024,18971970,942,452665168,10701,0
26865,RNU1-27P,chr14,F,34546713,34546877,18972134,164,452665332,10702,0
26866,RNU1-28P,chr14,R,34556225,34556389,18972298,164,452665496,10703,0
27004,TCL6,chr14,F,95651177,95673452,18994573,22275,452687771,10704,7
27030,MLH3,chr14,R,75013763,75051532,19032342,37769,452725540,10705,13
27109,ATP5S,chr14,F,50312328,50326715,19046729,14387,452739927,10706,9
27133,KCNH5,chr14,R,62706572,63045256,19385413,338684,453078611,10707,10
27141,CIDEB,chr14,R,24305186,24311377,19391604,6191,453084802,10708,7
29018,FOXN3-AS2,chr14,F,89576215,89577477,19392866,1262,453086064,10709,0
29082,CHMP4A,chr14,R,24209580,24213830,19397116,4250,453090314,10710,5
29091,STXBP6,chr14,R,24809653,25050297,19637760,240644,453330958,10711,10
29933,GPR132,chr14,R,105049388,105065550,19653922,16162,453347120,10712,4
29954,POMT2,chr14,R,77274955,77320884,19699851,45929,453393049,10713,23
29966,STRN3,chr14,R,30893778,31026528,19832601,132750,453525799,10714,18
29986,SLC39A2,chr14,F,20999254,21001875,19835222,2621,453528420,10715,3
30001,ERO1L,chr14,R,52639914,52695931,19891239,56017,453584437,10716,15
51004,COQ6,chr14,F,73949933,73963112,19904418,13179,453597616,10717,13
51016,EMC9,chr14,R,24138964,24141588,19907042,2624,453600240,10718,4
51062,ATL1,chr14,F,50533081,50633068,20007029,99987,453700227,10719,14
51077,FCF1,chr14,F,74713116,74736691,20030604,23575,453723802,10720,7
51109,RDH11,chr14,R,67676799,67695793,20049598,18994,453742796,10721,6
51156,SERPINA10,chr14,R,94283312,94293271,20059557,9959,453752755,10722,5
51199,NIN,chr14,R,50719762,50831165,20170960,111403,453864158,10723,34
51218,GLRX5,chr14,F,95534985,95544718,20180693,9733,453873891,10724,1
51222,ZNF219,chr14,R,21090045,21104704,20195352,14659,453888550,10725,9
51241,COX16,chr14,R,70325080,70359731,20230003,34651,453923201,10726,3
51292,GMPR2,chr14,F,24232421,24239242,20236824,6821,453930022,10727,9
51310,SLC22A17,chr14,R,23346310,23354976,20245490,8666,453938688,10728,9
51339,DACT1,chr14,F,58634067,58648321,20259744,14254,453952942,10729,5
51382,ATP6V1D,chr14,R,67337863,67360003,20281884,22140,453975082,10730,8
51466,EVL,chr14,F,100019386,100144236,20406734,124850,454099932,10731,18
51527,GSKIP,chr14,F,96363451,96387290,20430573,23839,454123771,10732,4
51528,JKAMP,chr14,F,59484442,59505407,20451538,20965,454144736,10733,6
51550,CINP,chr14,R,102348281,102362916,20466173,14635,454159371,10734,5
51562,MBIP,chr14,R,36298557,36320676,20488292,22119,454181490,10735,9
51635,DHRS7,chr14,R,60144777,60165493,20509008,20716,454202206,10736,6
51637,C14orf166,chr14,F,51989509,52004702,20524201,15193,454217399,10737,7
51676,ASB2,chr14,R,93934152,93976786,20566835,42634,454260033,10738,11
51804,SIX4,chr14,R,60709537,60724321,20581619,14784,454274817,10739,3
53349,ZFYVE1,chr14,R,72969444,73027212,20639387,57768,454332585,10740,13
53981,CPSF2,chr14,F,92121953,92164199,20681633,42246,454374831,10741,15
54207,KCNK10,chr14,R,88180107,88326912,20828438,146805,454521636,10742,9
54331,GNG2,chr14,F,51847130,51969800,20951108,122670,454644306,10743,6
54813,KLHL28,chr14,R,44924318,44978290,21005080,53972,454698278,10744,8
54916,TMEM260,chr14,F,56579790,56651884,21077174,72094,454770372,10745,22
54930,HAUS4,chr14,R,22946227,22957142,21088089,10915,454781287,10746,9
55012,PPP2R3C,chr14,R,35085471,35122501,21125119,37030,454818317,10747,13
55015,PRPF39,chr14,F,45084098,45115601,21156622,31503,454849820,10748,13
55017,C14orf119,chr14,F,23095473,23100456,21161605,4983,454854803,10749,1
55030,FBXO34,chr14,F,55271302,55353611,21243914,82309,454937112,10750,4
55038,CDCA4,chr14,R,105009572,105021088,21255430,11516,454948628,10751,1
55051,NRDE2,chr14,R,90278053,90332137,21309514,54084,455002712,10752,14
55072,RNF31,chr14,F,24147449,24160661,21322726,13212,455015924,10753,20
55102,ATG2B,chr14,R,96281257,96363341,21404810,82084,455098008,10754,44
55147,RBM23,chr14,R,22900644,22919187,21423353,18543,455116551,10755,18
55148,UBR7,chr14,F,93207055,93229215,21445513,22160,455138711,10756,10
55172,DNAAF2,chr14,R,49625173,49635230,21455570,10057,455148768,10757,2
55195,C14orf105,chr14,R,57469299,57493891,21480162,24592,455173360,10758,8
55218,EXD2,chr14,F,69191476,69244020,21532706,52544,455225904,10759,12
55237,VRTN,chr14,F,74303075,74360008,21589639,56933,455282837,10760,5
55320,MIS18BP1,chr14,R,45203189,45253402,21639852,50213,455333050,10761,17
55333,SYNJ2BP,chr14,R,70366495,70417090,21690447,50595,455383645,10762,6
55334,SLC39A9,chr14,F,69398378,69468403,21760472,70025,455453670,10763,9
55384,MEG3,chr14,F,100826107,100861026,21795391,34919,455488589,10764,12
55449,DHRS4-AS1,chr14,R,23938730,23955112,21811773,16382,455504971,10765,2
55632,G2E3,chr14,F,30559122,30619840,21872491,60718,455565689,10766,15
55640,FLVCR2,chr14,F,75578596,75648169,21942064,69573,455635262,10767,10
55644,OSGEP,chr14,R,20447047,20455108,21950125,8061,455643323,10768,10
55668,GPATCH2L,chr14,F,76151884,76214473,22012714,62589,455705912,10769,13
55671,SMEK1,chr14,R,91457480,91510554,22065788,53074,455758986,10770,17
55701,ARHGEF40,chr14,F,21070225,21090248,22085811,20023,455779009,10771,24
55727,BTBD7,chr14,R,93237549,93333092,22181354,95543,455874552,10772,12
55745,AP5M1,chr14,F,57268887,57298742,22211209,29855,455904407,10773,8
55775,TDP1,chr14,F,89954934,90044764,22301039,89830,455994237,10774,21
55778,ZNF839,chr14,F,102317376,102343174,22326837,25798,456020035,10775,13
55812,SPATA7,chr14,F,88385637,88470350,22411550,84713,456104748,10776,14
55837,EAPP,chr14,R,34515928,34539737,22435359,23809,456128557,10777,5
55860,ACTR10,chr14,F,58200114,58235636,22470881,35522,456164079,10778,12
56252,YLPM1,chr14,F,74763321,74837310,22544870,73989,456238068,10779,22
56339,METTL3,chr14,R,21498130,21511375,22558115,13245,456251313,10780,10
56413,LTB4R2,chr14,F,24310150,24312053,22560018,1903,456253216,10781,1
56659,KCNK13,chr14,F,90061764,90185857,22684111,124093,456377309,10782,1
56936,CCDC177,chr14,R,69569813,69574883,22689181,5070,456382379,10783,1
56948,SDR39U1,chr14,R,24439765,24442905,22692321,3140,456385519,10784,6
56967,C14orf132,chr14,F,96039323,96093971,22746969,54648,456440167,10785,3
57062,DDX24,chr14,R,94050921,94081212,22777260,30291,456470458,10786,8
57096,RPGRIP1,chr14,F,21287961,21351301,22840600,63340,456533798,10787,24
57143,ADCK1,chr14,F,77800064,77933954,22974490,133890,456667688,10788,14
57156,TMEM63C,chr14,F,77181758,77259495,23052227,77737,456745425,10789,23
57161,PELI2,chr14,F,56118322,56301581,23235486,183259,456928684,10790,9
57381,RHOJ,chr14,F,63204361,63293512,23324637,89151,457017835,10791,6
57447,NDRG2,chr14,R,21016762,21070872,23378747,54110,457071945,10792,22
57452,GALNT16,chr14,F,69259545,69379904,23499106,120359,457192304,10793,18
57475,PLEKHH1,chr14,F,67533198,67589538,23555446,56340,457248644,10794,31
57523,NYNRIN,chr14,F,24398785,24419288,23575949,20503,457269147,10795,9
57544,TXNDC16,chr14,R,52430589,52552583,23697943,121994,457391141,10796,22
57570,TRMT5,chr14,R,60971440,60981170,23707673,9730,457400871,10797,4
57578,UNC79,chr14,F,93333218,93707878,24082333,374660,457775531,10798,55
57594,HOMEZ,chr14,R,23273634,23286100,24094799,12466,457787997,10799,1
57596,BEGAIN,chr14,R,100537146,100587404,24145057,50258,457838255,10800,11
57680,CHD8,chr14,R,21385193,21437298,24197162,52105,457890360,10801,38
57697,FANCM,chr14,F,45135932,45200890,24262120,64958,457955318,10802,23
57718,PPP4R4,chr14,F,94174311,94279755,24367564,105444,458060762,10803,28
57820,CCNB1IP1,chr14,R,20311367,20333312,24389509,21945,458082707,10804,7
57862,ZNF410,chr14,F,73886614,73932288,24435183,45674,458128381,10805,14
58157,NGB,chr14,R,77265490,77271312,24441005,5822,458134203,10806,3
58517,RBM25,chr14,F,73058435,73121368,24503938,62933,458197136,10807,20
58533,SNX6,chr14,R,34561408,34630160,24572690,68752,458265888,10808,13
60485,SAV1,chr14,R,50633579,50668357,24607468,34778,458300666,10809,6
60686,C14orf93,chr14,R,22986900,23010201,24630769,23301,458323967,10810,9
63874,ABHD4,chr14,F,22598237,22612923,24645455,14686,458338653,10811,7
63894,VIPAS39,chr14,R,77426674,77457640,24676421,30966,458369619,10812,19
64067,NPAS3,chr14,F,32934908,33804176,25545689,869268,459238887,10813,15
64093,SMOC1,chr14,F,69879387,70032366,25698668,152979,459391866,10814,11
64112,MOAP1,chr14,R,93182195,93184904,25701377,2709,459394575,10815,2
64150,DIO3OS,chr14,R,101552222,101555676,25704831,3454,459398029,10816,0
64184,EDDM3B,chr14,F,20768426,20770948,25707353,2522,459400551,10817,1
64207,IRF2BPL,chr14,R,77024542,77028699,25711510,4157,459404708,10818,0
64398,MPP5,chr14,F,67241294,67336061,25806277,94767,459499475,10819,16
64403,CDH24,chr14,R,23047060,23057619,25816836,10559,459510034,10820,13
64423,INF2,chr14,F,104689605,104719610,25846841,30005,459540039,10821,24
64430,PCNXL4,chr14,F,60091826,60134814,25889829,42988,459583027,10822,11
64582,GPR135,chr14,R,59452772,59465396,25902453,12624,459595651,10823,5
64745,METTL17,chr14,F,20989805,20997035,25909683,7230,459602881,10824,12
64806,IL25,chr14,F,23372808,23376403,25913278,3595,459606476,10825,1
64841,GNPNAT1,chr14,R,52775192,52791668,25929754,16476,459622952,10826,7
64919,BCL11B,chr14,R,99169286,99271713,26032181,102427,459725379,10827,4
78990,OTUB2,chr14,F,94016094,94048930,26065017,32836,459758215,10828,10
79038,ZFYVE21,chr14,F,103715743,103733668,26082942,17925,459776140,10829,7
79104,MEG8,chr14,F,100894769,100906968,26095141,12199,459788339,10830,3
79178,THTPA,chr14,F,23511759,23559581,26142963,47822,459836161,10831,5
79317,OR4K5,chr14,F,19920606,19921578,26143935,972,459837133,10832,0
79334,OR11H2,chr14,R,19712903,19714332,26145364,1429,459838562,10833,1
79446,WDR25,chr14,F,100376416,100530303,26299251,153887,459992449,10834,9
79544,OR4K1,chr14,F,19920252,19936736,26315735,16484,460008933,10835,2
79609,VCPKMT,chr14,R,50108631,50116579,26323683,7948,460016881,10836,6
79686,LINC00341,chr14,R,95407265,95410090,26326508,2825,460019706,10837,0
79696,ZC2HC1C,chr14,F,75069231,75079987,26337264,10756,460030462,10838,3
79697,C14orf169,chr14,F,73490933,73493401,26339732,2468,460032930,10839,0
79711,IPO4,chr14,R,24180218,24188918,26348432,8700,460041630,10840,29
79789,CLMN,chr14,R,95181938,95319908,26486402,137970,460179600,10841,14
79820,CATSPERB,chr14,R,91580773,91732086,26637715,151313,460330913,10842,26
79882,ZC3H14,chr14,F,88562908,88613509,26688316,50601,460381514,10843,19
79890,RIN3,chr14,F,92513780,92688994,26863530,175214,460556728,10844,11
79944,L2HGDH,chr14,R,50242433,50312389,26933486,69956,460626684,10845,14
80017,C14orf159,chr14,F,91114012,91225396,27044870,111384,460738068,10846,18
80127,CCDC176,chr14,F,74019349,74078351,27103872,59002,460797070,10847,14
80224,NUBPL,chr14,F,31561384,31861224,27403712,299840,461096910,10848,16
80344,DCAF11,chr14,F,24114696,24125242,27414258,10546,461107456,10849,13
80757,TMEM121,chr14,F,105526030,105530202,27418430,4172,461111628,10850,3
80821,DDHD1,chr14,R,53036739,53153328,27535019,116589,461228217,10851,14
81127,OR4K15,chr14,F,19975518,19976565,27536066,1047,461229264,10852,0
81537,SGPP1,chr14,R,63684215,63728095,27579946,43880,461273144,10853,2
81542,TMX1,chr14,F,51240167,51257655,27597434,17488,461290632,10854,7
81693,AMN,chr14,F,102922547,102930847,27605734,8300,461298932,10855,12
81892,SLIRP,chr14,F,77708070,77717598,27615262,9528,461308460,10856,4
83544,DNAL1,chr14,F,73644874,73703728,27674116,58854,461367314,10857,9
83694,RPS6KL1,chr14,R,74902848,74923282,27694550,20434,461387748,10858,12
83851,SYT16,chr14,F,61812728,62117043,27998865,304315,461692063,10859,20
83982,IFI27L2,chr14,R,94127780,94129620,28000705,1840,461693903,10860,3
84075,FSCB,chr14,R,44504148,44507296,28003853,3148,461697051,10861,0
84193,SETD3,chr14,R,99397745,99481418,28087526,83673,461780724,10862,15
84312,BRMS1L,chr14,F,35826317,35871963,28133172,45646,461826370,10863,10
84334,APOPT1,chr14,F,103562956,103592187,28162403,29231,461855601,10864,7
84439,HHIPL1,chr14,F,99604437,99680569,28238535,76132,461931733,10865,11
84502,JPH4,chr14,R,23568034,23578800,28249301,10766,461942499,10866,6
84520,C14orf142,chr14,R,93202891,93207114,28253524,4223,461946722,10867,1
84659,RNASE7,chr14,F,21042225,21044233,28255532,2008,461948730,10868,1
84684,INSM2,chr14,F,35534041,35537054,28258545,3013,461951743,10869,0
84837,ARHGAP5-AS1,chr14,R,32075418,32076699,28259826,1281,461953024,10870,0
84932,RAB2B,chr14,R,21459019,21476973,28277780,17954,461970978,10871,10
84962,AJUBA,chr14,R,22971173,22982642,28289249,11469,461982447,10872,8
85439,STON2,chr14,R,81260649,81427404,28456004,166755,462149202,10873,8
85446,ZFHX2,chr14,R,23520854,23555939,28491089,35085,462184287,10874,16
85457,CIPC,chr14,F,77098234,77117287,28510142,19053,462203340,10875,3
85495,RPPH1,chr14,R,20343070,20343411,28510483,341,462203681,10876,0
89874,SLC25A21,chr14,R,36677317,37172660,29005826,495343,462699024,10877,12
89932,PAPLN,chr14,F,73235842,73274640,29044624,38798,462737822,10878,29
90050,FAM181A,chr14,F,93918893,93929608,29055339,10715,462748537,10879,4
90135,BTBD6,chr14,F,105248541,105251093,29057891,2552,462751089,10880,4
90141,EFCAB11,chr14,R,89794983,89954777,29217685,159794,462910883,10881,7
90668,LRRC16B,chr14,F,24051996,24069728,29235417,17732,462928615,10882,40
90673,PPP1R3E,chr14,R,23295920,23302848,29242345,6928,462935543,10883,4
90809,TMEM55B,chr14,R,20457852,20461612,29246105,3760,462939303,10884,6
91612,CHURC1,chr14,F,64914360,64935368,29267113,21008,462960311,10885,3
91748,ELMSAN1,chr14,R,73715121,73790285,29342277,75164,463035475,10886,14
91750,LIN52,chr14,F,74084835,74200414,29457856,115579,463151054,10887,8
91754,NEK9,chr14,R,75082114,75127075,29502817,44961,463196015,10888,21
91828,EXOC3L4,chr14,F,103094409,103110562,29518970,16153,463212168,10889,17
91833,WDR20,chr14,F,102139841,102224839,29603968,84998,463297166,10890,14
91875,TTC5,chr14,R,20289130,20305994,29620832,16864,463314030,10891,9
93487,MAPK1IP1L,chr14,F,55051643,55070194,29639383,18551,463332581,10892,4
112399,EGLN3,chr14,R,33924214,33951083,29666252,26869,463359450,10893,4
112487,DTD2,chr14,R,31446035,31457474,29677691,11439,463370889,10894,2
112752,IFT43,chr14,F,75985752,76084073,29776012,98321,463469210,10895,10
112840,WDR89,chr14,R,63597038,63641923,29820897,44885,463514095,10896,5
112849,L3HYPDH,chr14,R,59465510,59484438,29839825,18928,463533023,10897,5
113146,AHNAK2,chr14,R,104937252,104978357,29880930,41105,463574128,10898,7
114088,TRIM9,chr14,R,50975260,51095704,30001374,120444,463694572,10899,12
